Category,Text
FALSE,கிருபை
FALSE,குஷ்டம்
FALSE,குருபக்தி
FALSE,கோஷ்டம்
FALSE,சகவாசம்
FALSE,சகோதரி
TRUE,சங்கமம்
FALSE,சடுதி
TRUE,சத்திரம்
TRUE,சந்திரன்
FALSE,சபதம்
FALSE,சமயம்
FALSE,சமாநம்
TRUE,சம்பந்தம்
FALSE,சம்ரக்ஷணை
FALSE,சரவணம்
FALSE,சலதோஷம்
FALSE,சாகை
FALSE,சாதனம்
FALSE,சாபம்
FALSE,சாராம்சம்
TRUE,சிகித்சை
TRUE,சிட்சை
TRUE,சிரத்தை
TRUE,சிலாகித்தல்
TRUE,சீமந்த புத்திரன்
TRUE,சுக்கிரவாரம்
FALSE,சுருதி
FALSE,சூதகம்
FALSE,சேஷ்டை
FALSE,சோதரன்
FALSE,சௌகரியம்
TRUE,தக்கணம்
TRUE,தத்துவம்
FALSE,தமாஷ்
FALSE,திராசு
FALSE,தலம்
FALSE,தாபரம்
TRUE,தாற்பரியம்
FALSE,திரம்
TRUE,திருப்தி
TRUE,தீர்த்தம்
FALSE,துரியாதீதம்
FALSE,தூரம்
FALSE,தேவஸ்தானம்
FALSE,நடராஜன்
FALSE,நயம்
FALSE,நாநாவிதம்
FALSE,நிஷ்டூரம்
FALSE,நிமிஷம்
TRUE,நியமித்தல்
TRUE,நிர்ப்பந்தம்
TRUE,பகிரங்கம்
TRUE,பட்சி
FALSE,பத்மாசநி
TRUE,பயங்கரம்
FALSE,பரிதாபம்
TRUE,பலித்தல்
FALSE,பாணி
FALSE,பாரம்
TRUE,பிட்சை
FALSE,பிரகிருதி
TRUE,பிரதட்சிணம்
TRUE,பிரத்தியக்ஷம்
FALSE,பிரமாணம்
FALSE,பிரயாணம்
FALSE,பிராணவாயு
FALSE,பீடம்
TRUE,புண்ணிய பாவம்
FALSE,புவனி
FALSE,பூமி
FALSE,போசனம்
FALSE,மகாராசன்
FALSE,மதுகரம்
TRUE,மந்தாரம்
FALSE,மாற்சரியம்
TRUE,மித்திரன்
FALSE,மூஷிகம்
TRUE,மோட்சம்
TRUE,யுத்தகளம்
FALSE,ரசம்
TRUE,வசந்தம்
TRUE,வதந்தி
FALSE,வயது
FALSE,வருணம்
FALSE,வாதம்
FALSE,வாரம்
FALSE,விசாரணை
TRUE,விஞ்ஞாபனம்
FALSE,விதி
TRUE,விபத்து
TRUE,விருச்சிகம்
FALSE,விவாகம்
FALSE,வேதாரண்யம்
TRUE,தற்செயல்
TRUE,சினக்குறிப்பு
TRUE,எரியோம்பல்
FALSE,மடி
FALSE,தீமை
TRUE,முதல்வன்
FALSE,கை
FALSE,கேடு
TRUE,அருளிரக்கம்
TRUE,வழக்கம்
FALSE,அழகு
TRUE,நெருக்கம்
FALSE,பிழை
TRUE,உள்ளக்குறிகாட்டல்
TRUE,விருப்பம்
FALSE,குவியல்
FALSE,கதிரோன் வருகை
TRUE,ஒப்பனை
FALSE,நிலை
FALSE,வான்
FALSE,எருவாய்
TRUE,வேட்கை
TRUE,சார்பு
FALSE,அடிமுதல்
FALSE,சிதைவு
FALSE,படை
TRUE,சூழ்தல்
FALSE,விழைவு
TRUE,நன்மை
FALSE,மறை
TRUE,செம்மணி
FALSE,துறவி
FALSE,கடிவாளம்
FALSE,உலகியல்
FALSE,இளகம்
FALSE,தகுதி
TRUE,தண்ணளி
TRUE,மேன்மை
TRUE,மூக்குக்கண்ணாடி
TRUE,உயிர்ப்பொருள்
TRUE,இவறன்மை
FALSE,அழகு
TRUE,பன்றி
FALSE,கொடுமை
FALSE,பொன்
TRUE,நொடித்தான்மலை
FALSE,திருஉள் நாழிகை
TRUE,செய்பவன்
FALSE,வீடு
FALSE,முடி
TRUE,இசைப்பாட்டு
TRUE,புதல்வி
FALSE,பூசுணி
TRUE,இயற்கை
FALSE,பயன்
TRUE,துன்பம்
TRUE,கூச்சம்
FALSE,சொல்
TRUE,அற்றம்
FALSE,திருமுன்
FALSE,வடமொழி
TRUE,உடன்பாடு
FALSE,ஐயம்
TRUE,தொன்றுதொட்ட வழக்கு
FALSE,கால்
FALSE,எப்பொருட்கும் இறைவன்
FALSE,பரிசு
FALSE,உதவி
FALSE,கலை
FALSE,தலைவன்
TRUE,உன்னிப்பு
FALSE,வாய்
FALSE,படம்
TRUE,மகட்கொடை
TRUE,மாணாக்கன்
TRUE,வாழ்க்கை
TRUE,தாய்மொழி
TRUE,உறக்கம்
FALSE,பாழ்
TRUE,சேனைத்தலைவன்
FALSE,செவி
TRUE,கல்வி
FALSE,ஆணை
TRUE,சூழ்ச்சி
TRUE,இரக்கம்
FALSE,இன்மை
FALSE,அடியான்
TRUE,அட்டி
TRUE,காத்தல்
TRUE,சான்று
FALSE,கரை
TRUE,வணக்கம்
TRUE,ஒற்றர்
TRUE,தெய்வநேயம்
TRUE,குற்றம்
TRUE,பூந்தோட்டம்
FALSE,கேடு
FALSE,இரவு
TRUE,கண்படை
FALSE,முறை
TRUE,உடையின்மை
FALSE,கண்
FALSE,உயிர்
FALSE,விலை
FALSE,ஆவணம்
FALSE,ஏளனம்
FALSE,பயன்
FALSE,அகலவுரை
FALSE,தகுதி
FALSE,பகலோன்
FALSE,சிதைவு
FALSE,அருள்
FALSE,நாடோறும்
TRUE,பெருஞ் செல்வன்
FALSE,பெருவிழா
TRUE,வெள்ளம்
TRUE,அன்பு
FALSE,பூ
TRUE,பழங்கதை
FALSE,அருமை
TRUE,பித்து
FALSE,பேரன்
FALSE,சுடுகாடு
TRUE,உள்ளக்கவர்ச்சி
TRUE,உணர்ச்சி
FALSE,வழி
TRUE,முழுத்தம்
FALSE,ஆடு
TRUE,வேள்வி
TRUE,நல்வினை
FALSE,வடிவு
FALSE,அழகு
TRUE,பரம்பரை
TRUE,ஒழுங்கு
FALSE,உறுதிமொழி
TRUE,கக்கல்
TRUE,விழுக்காடு
TRUE,உண்மை
TRUE,கைம்பெண்
FALSE,அறிவு
TRUE,தலைக்கீடு
TRUE,வாய்பாடு
FALSE,கொடை
TRUE,அகற்பிதம்
TRUE,அக்கிரமம்
TRUE,அங்கீகரணம்
TRUE,அசாக்கிரதை
TRUE,அஞ்ஞானம்
FALSE,அதிதி
TRUE,அத்தியட்சன்
FALSE,அநாதை
TRUE,அநுபந்தம்
FALSE,அநுமதி
TRUE,அந்தரங்கம்
FALSE,அபகாரம்
FALSE,அபாயம்
TRUE,அபிப்பிராயம்
FALSE,அமரபக்ஷம்
TRUE,அரம்பை
TRUE,அர்ச்சனை
FALSE,அவகாசம்
TRUE,அற்பம்
FALSE,ஆகுலம்
FALSE,ஆசாரம்
FALSE,ஆஸ்திகன்
FALSE,ஆதி
TRUE,ஆத்துமா
FALSE,ஆயாஸம்
FALSE,ஆராதனை
FALSE,ஆவேசம்
TRUE,இடம்பம்
FALSE,இமிசை
FALSE,இரசிகன்
FALSE,இராசதம்
FALSE,இருது
TRUE,இலஞ்சம்
FALSE,இலாபம்
FALSE,ஈநம்
FALSE,உஷ்ணம்
TRUE,உத்தமம்
FALSE,உபதேசம்
TRUE,உபாத்தியாயன்
TRUE,உரொக்கம்
FALSE,ஊநம்
FALSE,ஏகம்
FALSE,ஔபாசனம்
TRUE,கண்டம்
FALSE,கபம்
TRUE,கருத்தா
FALSE,கவி
FALSE,காளம்
TRUE,கிரந்தம்
FALSE,கிருமி
FALSE,குணம்
FALSE,குரூபி
FALSE,கோஷ்டம்
FALSE,சகவாசம்
TRUE,சக்கரம்
TRUE,சங்கமம்
FALSE,சடிதி
TRUE,சத்திரம்
TRUE,சந்து
FALSE,சபம்
FALSE,சமயம்
FALSE,சமாநம்
TRUE,சம்பந்தம்
FALSE,சயநம்
FALSE,சரிதம்
FALSE,சலநம்
FALSE,சாசனம்
FALSE,சாதனம்
FALSE,சாபம்
FALSE,சாரீரம்
TRUE,சிகித்சை
FALSE,சிக்ஷை
TRUE,சிரத்தை
TRUE,சிலாக்கியம்
TRUE,சீமந்தினி
TRUE,சுக்கிலபக்ஷம்
FALSE,சுலபம்
FALSE,சூரணம்
FALSE,சேஷ்டை
FALSE,சோதனை
FALSE,சௌகரியம்
TRUE,தக்கணம்
FALSE,தநம்
FALSE,தமாஷ்
FALSE,தரிசனம்
FALSE,தலம்
FALSE,தாபரம்
FALSE,தானம்
FALSE,திரம்
TRUE,திருப்தி
TRUE,தீவாந்தரம்
FALSE,துரோகம்
FALSE,தூலம்
FALSE,தேவஸ்தானம்
FALSE,நடராஜன்
FALSE,நயனம்
FALSE,நாபிதன்
FALSE,நிதரிசனம்
FALSE,நிமிஷம்
FALSE,நியாயம்
TRUE,நிவர்த்தி
TRUE,பக்குவம்
TRUE,பட்சி
TRUE,பத்தர்
TRUE,பயங்கரம்
FALSE,பரிமாணம்
TRUE,பலித்தல்
FALSE,பாதகம்
FALSE,பாரம்
TRUE,பிட்சை
FALSE,பிரகிருதி
FALSE,பிரணவம்
TRUE,பிரத்தியக்ஷம்
FALSE,பிரமாணம்
FALSE,பிரயாணம்
FALSE,பிராணி
FALSE,பீடம்
FALSE,புதன்
FALSE,புவி
FALSE,பூரணம்
FALSE,போசனம்
FALSE,மகாராசன்
TRUE,மத்திபம்
TRUE,மந்தாரம்
FALSE,மாற்சரியம்
TRUE,மித்திரன்
TRUE,மூர்க்கன்
TRUE,மோட்சம்
TRUE,யுத்தி
FALSE,ரசா
TRUE,வசித்தல்
FALSE,வதுவை
FALSE,வயம்
FALSE,வருணனை
FALSE,வாதம்
FALSE,வாரம்
FALSE,விசாரம்
TRUE,விஞ்ஞாபனம்
FALSE,விதி
FALSE,விபரீதம்
TRUE,விருட்சம்
FALSE,விவாகம்
FALSE,வேதியர்
FALSE,திடீரெனல்
TRUE,நடுக்கம்
FALSE,தீ நாள்
FALSE,மலைவு
FALSE,தீயது
FALSE,புதுமை
FALSE,கை
FALSE,வேறுபாடு
FALSE,அருள்
TRUE,ஆட்சி
FALSE,முடிவு
TRUE,ஒற்றுமை
FALSE,குறைவு
TRUE,கைமெய்காட்டல்
TRUE,வேற்றுமையின்மை
TRUE,அம்மை
FALSE,பொருள்
FALSE,அணி
TRUE,துன்பம்
TRUE,விசும்பு
FALSE,மலவாய்
FALSE,விழைவு
TRUE,பற்றுக்கோடு
TRUE,ஒன்றும்விடாமல்
TRUE,அளவைப்போலி
FALSE,வாள்
TRUE,ஓர்வு
TRUE,வேட்கை
TRUE,அன்பு
TRUE,அற்றம்
TRUE,ஈர்வாள்
TRUE,நெஞ்சம்
TRUE,மென்மை
TRUE,உலகப்போக்கு
FALSE,மேலாடை
TRUE,ஒழுங்கு
TRUE,ஈகைத்தன்மை
TRUE,கொடுத்தல்
TRUE,சொற்பொழிவு
TRUE,பொன்மணி
TRUE,கடும்பற்றுள்ளம்
FALSE,இளமை
TRUE,ஒற்றுமை
FALSE,கொடுமை
TRUE,கிழங்கு
TRUE,கை தட்டுதல்
FALSE,சூலி
TRUE,அமைச்சன்
FALSE,கோள்
FALSE,பயிர்
FALSE,புகழ்
FALSE,மகள்
FALSE,கிணறு
TRUE,ஒற்றுமை
TRUE,பொறுத்தல்
FALSE,கேடு
TRUE,உண்மையறிவின்பம்
FALSE,ஏழு
FALSE,நேரம்
FALSE,திருமுன்
TRUE,வல்லவன்
TRUE,தக்க விடை
TRUE,கூட்டம்
TRUE,முன்னோர் நடை
FALSE,திருவடி
,தாமரை
FALSE,பலகணி
TRUE,காரியங்கைகூடல்
FALSE,நூல்
FALSE,அடிகள்
FALSE,தலை
TRUE,குழந்தை
TRUE,வன்கொலை
FALSE,திருவாளர்
TRUE,அழிவுக்காலம்
FALSE,நறுமணம்
TRUE,செழிப்பு
TRUE,நுண்மை
TRUE,இன்மை
FALSE,படை
TRUE,ஒளிர்தல்
TRUE,மெய்யுணர்வு
TRUE,கட்டளை
FALSE,நூல்
TRUE,கண்ணோட்டம்
FALSE,அளவை
FALSE,அடிமை
FALSE,மயல்
FALSE,நாள்
TRUE,எடுத்துக்காட்டு
TRUE,திண்ணியன்
TRUE,வழுத்துரை
FALSE,வேவுகாரர்
TRUE,கடவுட் பற்று
TRUE,குற்றம்
TRUE,பூங்கா
TRUE,மூக்கு
FALSE,உறுதி
TRUE,இகழ்ச்சி
FALSE,நெறி
TRUE,முண்டம்
FALSE,கடவுள்
TRUE,கண்ணோட்டம்
TRUE,சொற்பொருள்
TRUE,செய்தித்தாள்
FALSE,ஊறு
TRUE,வலுக்கட்டாயம்
FALSE,விரிவுரை
FALSE,உரிமை
TRUE,வலதுமூச்சு
FALSE,வேறுபாடு
TRUE,பரப்புதல்
TRUE,ஒவ்வொரு நாளும்
FALSE,தலைவன்
TRUE,முயற்சி
TRUE,இருமலக்கட்டினர்
TRUE,உருக்கம்
FALSE,மலர்
FALSE,பழைய வரலாறு
TRUE,முதற்பொருள்
FALSE,வெறி
TRUE,பேர்த்தி
FALSE,மீன்
FALSE,இனிமை
FALSE,விளைவு
FALSE,நெறி
TRUE,நல்வேளை
FALSE,அவா
TRUE,இரப்பு
FALSE,தகுதி
FALSE,உருவம்
FALSE,நிறம்
FALSE,தலைமுறை
FALSE,இனம்
TRUE,உறுதிச்சொல்
TRUE,கக்கற் கழிச்சல்
FALSE,உருவம்
TRUE,மேன்மை
FALSE,அறுதாலி
TRUE,பிள்ளையார்
FALSE,நோய்
TRUE,வழக்கு
FALSE,விரைவு
FALSE,அகாதன்
TRUE,அக்கிரமம்
TRUE,அங்கீகாரம்
TRUE,அசாக்கிரதை
FALSE,அட்சரம்
FALSE,அதோகதி
TRUE,அத்தியந்தம்
FALSE,அநியாயம்
TRUE,அநுபந்தம்
FALSE,அநுமதி
TRUE,அந்தரம்
FALSE,அபகாரம்
FALSE,அபாயகரம்
TRUE,அபிப்பிராயம்
FALSE,அமாவாசை
TRUE,அரம்பை
TRUE,அருச்சனை
FALSE,அவசரம்
TRUE,அற்பம்
FALSE,ஆக்ஞேயம்
FALSE,ஆசியம்
TRUE,ஆஸ்பத்திரி
FALSE,ஆதி
FALSE,ஆன்மா
FALSE,ஆயாஸம்
TRUE,ஆராதித்தல்
FALSE,ஆவேசம்
TRUE,இட்டம்
FALSE,இமிசை
TRUE,இரசித்தல்
FALSE,இராசி
FALSE,இருது
TRUE,இலஞ்சம்
FALSE,இலாபம்
TRUE,உக்கிரம்
FALSE,உதயம்
TRUE,உத்தமி
FALSE,உபதேசம்
TRUE,உபாத்தியாயன்
TRUE,உரொக்கம்
FALSE,ஊநம்
TRUE,ஏகாங்கி
FALSE,கங்கணம்
TRUE,கண்டம்
FALSE,கபோதி
TRUE,கருத்தா
FALSE,கவுளி
FALSE,காளம்
FALSE,கிரமம்
FALSE,கிருமி
FALSE,குதூகலம்
FALSE,குரூபி
FALSE,கோஷ்டம்
FALSE,சகவாசம்
TRUE,சக்கரம்
TRUE,சங்கற்பம்
FALSE,சஷ்டியப்தபூர்த்தி
TRUE,சத்திரம்
TRUE,சந்து
FALSE,ஜெபம்
FALSE,சமயோசிதம்
FALSE,சமாநம்
TRUE,சம்பந்தம்
FALSE,சயநம்
TRUE,சரித்திரம்
TRUE,சல்லாபம்
FALSE,சாசுவதம்
FALSE,சாதனம்
FALSE,சாபம்
FALSE,சாரீரம்
FALSE,சிகை
FALSE,சிக்ஷை
TRUE,சிரத்தை
TRUE,சிலாக்கியம்
FALSE,சீரணம்
TRUE,சுக்கிலம்
TRUE,சுவதந்திரம்
FALSE,சூரியன்
TRUE,சேத்திரம்
FALSE,சோதனை
TRUE,சௌக்கியம்
FALSE,தசாவதாரம்
FALSE,தநம்
FALSE,தம்பதி
FALSE,தரிசனம்
FALSE,தலம்
FALSE,தாவரம்
FALSE,தானம்
FALSE,ஸ்திரம்
TRUE,திருப்தி
TRUE,தீவாந்தரம்
FALSE,துரோகம்
FALSE,தேகம்
FALSE,தேவாதீனம்
TRUE,நட்சத்திரம்
FALSE,நரகம்
FALSE,நாவிதன்
FALSE,நிதானம்
TRUE,நிமித்தம்
FALSE,நியாயம்
TRUE,நிவர்த்தி
TRUE,பக்குவம்
TRUE,பட்டாபிஷேகம்
TRUE,பத்தர்
FALSE,பயம்
FALSE,பரிமிதம்
FALSE,பவனம்
FALSE,பாதம்
FALSE,பாரியா
TRUE,பிச்சைக்காரன்
TRUE,பிரக்கினை
FALSE,பிரதானம்
TRUE,பிரத்தியேகம்
FALSE,பிரமாணம்
FALSE,பிரயாணம்
FALSE,பிராணி
FALSE,பீடை
TRUE,புத்தி
TRUE,புனர்ப்பாகம்
FALSE,பூரணம்
FALSE,போசனம்
FALSE,மகா
TRUE,மத்திபம்
TRUE,மந்திரம்
TRUE,மாத்திரம்
TRUE,மித்துரு
TRUE,மூர்க்கன்
TRUE,மௌட்டியம்
TRUE,யுத்தி
FALSE,ரசா
TRUE,வசித்தல்
FALSE,வதுவை
FALSE,வயம்
TRUE,வர்த்தமானம்
FALSE,வாதம்
FALSE,வாராவதி
FALSE,விசாரம்
TRUE,விஞ்ஞானகலர்
FALSE,விதி
FALSE,விபரீதம்
TRUE,விருத்தன்
FALSE,விவாதம்
FALSE,வேதியர்
FALSE,வறியன்
TRUE,அல்லும் பகலும்
TRUE,உறுப்பு அசைவு
TRUE,உருவற்றது
FALSE,குதிரை
TRUE,வியப்பு
TRUE,எலும்பு
TRUE,எப்பொழுதும்
TRUE,பின்பற்றல்
TRUE,நுகர்ச்சி
FALSE,குருடு
TRUE,ஒருவர்க்கொருவர்
TRUE,பெரும்பொய்
TRUE,கூத்து
TRUE,வேறன்மை
FALSE,தாய்
FALSE,பாதி
FALSE,புனைவு
FALSE,நிலைமை
FALSE,வானம்
TRUE,அவாக்கட்டு
FALSE,புதுமை
TRUE,நிலைக்களன்
TRUE,முதலிலிருந்து கடைசிவரை
TRUE,அன்பு
FALSE,காடு
TRUE,எண்ணம்
FALSE,உளி
FALSE,அறம்
FALSE,சாறு
FALSE,இசை
TRUE,உள்ளம்
FALSE,எண்
TRUE,ஆட்சி
FALSE,தலைவன்
FALSE,தணிவு
TRUE,எடுத்துக்காட்டு
TRUE,உதவிப் பொருள்
FALSE,பயன்
FALSE,சுவை
TRUE,மகிழ்ச்சி
FALSE,அழகு
TRUE,செல்வம்
TRUE,துன்பம்
FALSE,மணம்
FALSE,கலுழன்
TRUE,செருக்கு
FALSE,செயலாளன்
TRUE,பற்றுதல்
FALSE,உழவு
FALSE,இசை
TRUE,குடமூக்கு
FALSE,கூவம்
TRUE,வண்டி
FALSE,குறி
TRUE,வருத்தம்
TRUE,கலக்கம்
TRUE,உண்மை
FALSE,காலை மாலை வழிபாடு
FALSE,துறவு
FALSE,திறமையாளன்
FALSE,அமைதி
TRUE,கூட்டம்
TRUE,பண்டைமுறை
FALSE,புகலடைதல்
TRUE,கடலிணைக்கால்
FALSE,கடல்
FALSE,சோறு
TRUE,அமைதித்தன்மை
TRUE,சிவனருகிருப்பு
FALSE,மலை
FALSE,மகவு
TRUE,நட்பு
TRUE,மறைத்திருவாளர்
TRUE,மழுக்கம்
FALSE,நலம்
TRUE,தான் விரும்பும் மணம்
FALSE,அணு
TRUE,இல் பொருள்
FALSE,மலை
TRUE,விளங்கல்
FALSE,அருளறிவு
TRUE,அப்படியேயாகட்டும்
FALSE,தவம்
TRUE,எண்ணெய்
FALSE,அளவை நூல்
TRUE,கண்ணோட்டம்
FALSE,கயிறு
TRUE,ஞான்று
TRUE,மேற்கோள்
TRUE,ஆண்டகை
TRUE,வணக்கம்
FALSE,புகை
TRUE,கடவுளிடத்தன்பு
TRUE,வாழ்த்து
TRUE,பூந்தோட்டம்
TRUE,தெய்வமில் கொள்கையாளன்
FALSE,மெய்
TRUE,பழிப்பு
TRUE,நாட்கடன்
TRUE,பற்றின்மை
FALSE,பெருமான்
TRUE,கழிவிரக்கம்
FALSE,பொருள்
TRUE,செய்தி இதழ்
TRUE,தூய்மை
TRUE,வலுக்கட்டாயம்
FALSE,பேருரை
FALSE,பருகுநீர்
FALSE,பேய்
TRUE,விளம்பரம்
TRUE,வெளிப்படை
FALSE,ஆணையாளர்
FALSE,மணமாகாதவன்
TRUE,முயற்சி
TRUE,கோயிற்சுற்று
FALSE,அவா
TRUE,வெள்ளைக்கல்
FALSE,பழமை
FALSE,முதல்
TRUE,கோட்டி
FALSE,முழுநிலா
TRUE,மேல்வயிறு
TRUE,மனக்கோட்டை
TRUE,திங்கள்
FALSE,மீகாமன்
TRUE,முதன்மை
TRUE,மயக்கம்
FALSE,இடையன்
FALSE,தகுதி
TRUE,பொறுத்தல்
FALSE,எழில்
TRUE,கால்வழி
TRUE,வகுப்பு
FALSE,சொல்
FALSE,அழகு
TRUE,பருப்பொருளுரு
TRUE,சிறப்பு
TRUE,கைம்பெண்
TRUE,பிள்ளையார் நோன்பு
FALSE,பிணி
TRUE,பயிர்த்தொழில்
FALSE,கோலம்
FALSE,அகாலமரணம்
TRUE,அக்கிராசனம்
TRUE,அக்கிராசனாதிபதி
TRUE,அங்கீகாரம்
TRUE,அசாக்கிரதை
TRUE,அசாத்தியம்
TRUE,அட்டகம்
FALSE,அதோகதி
TRUE,அத்தமனம்
TRUE,அத்தியந்தம்
FALSE,அநியாயம்
FALSE,அநிருதம்
FALSE,அநுபவம்
FALSE,அநுமானம்
FALSE,அநேகம்
TRUE,அந்தரம்
FALSE,அபகாரம்
TRUE,அபத்தம்
FALSE,அபாயகரம்
FALSE,அபிமானம்
FALSE,அபிமானம்
FALSE,அமாவாசை
TRUE,அரம்பை
TRUE,ரம்பை
TRUE,அருச்சனை
FALSE,அவசரம்
FALSE,அவசரம்
TRUE,அற்புதம்
TRUE,ஆசங்கை
TRUE,ஆங்காரம்
FALSE,ஆசியம்
FALSE,ஆக்கிராணம்
FALSE,ஆக்ஞை
FALSE,ஆதி
FALSE,ஆநந்தம்
TRUE,ஆந்திரதேசம்
FALSE,ஆயாஸம்
FALSE,ஆரியம்
FALSE,ஆரூடம்
FALSE,ஆவேசம்
TRUE,இட்டம்
FALSE,இஷ்டம்
TRUE,இயந்திரம்
TRUE,இரட்சித்தல்
TRUE,இரட்சித்தல்
TRUE,இராச்சியம்
FALSE,ருது
FALSE,இருதுமங்களஸ்நானம்
TRUE,இலட்சணம்
FALSE,இலாபம்
FALSE,இலாபநஷ்டம்
TRUE,உக்கிரம்
FALSE,உதயம்
FALSE,உதயம்
TRUE,உத்தரம்
TRUE,உபத்தம்
TRUE,உபத்திரவம்
TRUE,உபாத்தியாயினி
FALSE,உரோகம்
FALSE,உரோமம்
TRUE,ஊர்ச்சிதம்
TRUE,ஏகாங்கி
TRUE,ஏகாந்தம்
FALSE,கடகம்
TRUE,கண்டம்
TRUE,கண்டம்
FALSE,கமலம்
TRUE,கர்த்தா
TRUE,கர்த்தா
FALSE,கனம்
FALSE,கிஸ்தி
FALSE,கிடாரம்
FALSE,கிரமம்
FALSE,கிலம்
FALSE,கிலேசம்
FALSE,குதூகலம்
FALSE,குரூரம்
FALSE,குரூரம்
FALSE,கோஷம்
FALSE,சகவாசம்
FALSE,சகன்
FALSE,சகோரம்
TRUE,சங்காரம்
TRUE,சங்கிராந்தி
TRUE,சட்சு
TRUE,சத்துரு
TRUE,சத்துவம்
TRUE,சந்து
FALSE,சபா
FALSE,சபா
FALSE,சமயோசிதம்
FALSE,சமிக்ஞை
FALSE,சமீபம்
TRUE,சம்பந்தம்
FALSE,சயம்
FALSE,சயிலம்
FALSE,சரீரம்
FALSE,சவம்
FALSE,சனம்
FALSE,சாசுவதம்
FALSE,சாதாரணம்
FALSE,சாதி
TRUE,சாமர்த்தியம்
FALSE,சாரீரம்
